101;10010001;1
101;10010002;1
101;10010003;1
101;10010004;1
101;10010005;1
101;10010006;1
101;10010007;1
101;10010008;1
101;10010009;1
101;10010010;1
101;10010011;1
101;10010013;1
101;10010014;1
101;10010015;1
101;10010016;1
101;10010017;1
101;10020001;1
101;10030001;1
101;10030002;1
101;10030003;1
101;10030004;1
101;10030005;1
101;10030006;1
101;10030007;1
101;10030008;1
101;10030009;1
101;10030010;1
101;10030011;1
101;10030012;1
101;10030013;1
101;10030014;1
101;10030015;1
101;10030016;1
101;10030017;1
101;10030018;1
101;10040001;1
101;10040002;1
101;10040003;1
101;10040004;1
101;10040005;1
101;10040006;1
101;10040007;1
101;10040008;1
101;10040009;1
101;10040010;1
101;10040011;1
101;10040012;1
101;10040013;1
101;10040014;1
101;10040015;1
101;10040016;1
101;10040017;1
101;10040018;1
101;10040019;1
101;10040020;1
101;10040021;1
101;10040022;1
101;10040023;1
101;10040024;1
101;10040025;1
101;10040026;1
101;10040027;1
101;10040028;1
101;10040029;1
101;10040030;1
101;10050001;1
101;10050002;1
101;10060001;1
101;10060002;1
101;10060003;1
101;10060004;1
101;10060005;1
101;10060006;1
101;10060007;1
101;10070001;1
101;10070003;1
101;10070004;1
101;10070005;1
101;10070006;1
101;10070007;1
101;10070008;1
101;10070009;1
101;10070010;1
101;10070011;1
101;10070012;1
101;10070013;1
101;10070014;1
101;10070015;1
101;10070016;1
101;10070017;1
101;10070018;1
101;10070019;1
101;10070020;1
101;10070021;1
101;10070022;1
101;10070024;1
101;10070025;1
101;10070026;1
101;10070027;1
101;10070028;1
101;10070029;1
101;10070030;1
101;10070031;1
101;10070032;1
101;10070033;1
101;10070034;1
101;10070035;1
101;10070036;1
101;10070037;1
101;10070038;1
101;10070039;1
101;10070040;1
101;10070042;1
101;10070043;1
101;10070044;1
101;10070045;1
101;10070046;1
101;10080001;1
101;10080002;1
101;10080003;1
101;10080004;1
101;10080005;1
101;10090001;1
101;10090002;1
101;10090003;1
101;10090004;1
101;10090005;1
101;10090006;1
101;10100001;1
101;10100002;1
101;10100003;1
101;10110001;1
101;10120001;1
101;10120002;1
101;10120003;1
101;10120004;1
101;10130001;1
101;10130002;1
101;10130003;1
101;10130004;1
101;10130005;1
101;10130006;1
101;10130007;1
101;10130008;1
101;10130009;1
101;10130010;1
101;10130011;1
101;10140001;1
101;10140002;1
101;10140003;1
101;10140004;1
101;10140005;1
101;10140006;1
101;10140007;1
101;10140008;1
101;10140009;1
101;10140010;1
101;10140011;1
101;10140012;1
101;10140013;1
101;10140014;1
101;10140015;1
101;10140016;1
101;10140017;1
101;10140018;1
101;10140019;1
101;10140020;1
101;10140021;1
101;10140022;1
101;10140023;1
101;10140024;1
101;10140025;1
101;10140026;1
101;10140027;1
101;10140028;1
101;10140029;1
101;10140030;1
101;10140031;1
101;10140032;1
101;10140033;1
101;10140034;1
101;10140035;1
101;10140036;1
101;10140037;1
101;10140038;1
101;10140039;1
101;10140040;1
101;10140041;1
101;10140042;1
101;10140043;1
101;10140044;1
101;10140045;1
101;10140046;1
101;10140047;1
101;10140048;1
101;10140049;1
101;10140050;1
101;10140051;1
101;10140052;1
101;10140053;1
101;10140054;1
101;10140055;1
101;10140056;1
101;10140057;1
101;10140058;1
101;10140059;1
101;10140060;1
101;10140062;1
