102;10003;1
152;10003;1
201;10003;1
251;10003;1
501;10003;1
102;10005;1
152;10005;1
201;10005;1
251;10005;1
501;10005;1
102;10006;1
152;10006;1
201;10006;1
251;10006;1
501;10006;1
102;10007;1
152;10007;1
201;10007;1
251;10007;1
501;10007;1
102;10008;1
152;10008;1
201;10008;1
251;10008;1
501;10008;1
102;10009;1
152;10009;1
201;10009;1
251;10009;1
501;10009;1
102;10010;1
152;10010;1
201;10010;1
251;10010;1
501;10010;1
102;10011;1
152;10011;1
201;10011;1
251;10011;1
501;10011;1
102;10012;1
152;10012;1
201;10012;1
251;10012;1
501;10012;1
102;10013;1
152;10013;1
201;10013;1
251;10013;1
501;10013;1
102;10014;1
152;10014;1
201;10014;1
251;10014;1
501;10014;1
102;10015;1
152;10015;1
201;10015;1
251;10015;1
501;10015;1
102;10042;1
152;10042;1
201;10042;1
251;10042;1
501;10042;1
102;10043;1
152;10043;1
201;10043;1
251;10043;1
501;10043;1
102;10044;1
152;10044;1
201;10044;1
251;10044;1
501;10044;1
102;10045;1
152;10045;1
201;10045;1
251;10045;1
501;10045;1
102;10061;1
152;10061;1
201;10061;1
251;10061;1
501;10061;1
102;10062;1
152;10062;1
201;10062;1
251;10062;1
501;10062;1
102;10063;1
152;10063;1
201;10063;1
251;10063;1
501;10063;1
102;10064;1
152;10064;1
201;10064;1
251;10064;1
501;10064;1
102;10065;1
152;10065;1
201;10065;1
251;10065;1
501;10065;1
102;10066;1
152;10066;1
201;10066;1
251;10066;1
501;10066;1
102;10081;1
152;10081;1
201;10081;1
251;10081;1
501;10081;1
102;10082;1
152;10082;1
201;10082;1
251;10082;1
501;10082;1
102;10083;1
152;10083;1
201;10083;1
251;10083;1
501;10083;1
102;10084;1
152;10084;1
201;10084;1
251;10084;1
501;10084;1
102;10085;1
152;10085;1
201;10085;1
251;10085;1
501;10085;1
102;10101;1
152;10101;1
201;10101;1
251;10101;1
501;10101;1
102;10102;1
152;10102;1
201;10102;1
251;10102;1
501;10102;1
102;10103;1
152;10103;1
201;10103;1
251;10103;1
501;10103;1
102;10104;1
152;10104;1
201;10104;1
251;10104;1
501;10104;1
102;10105;1
152;10105;1
201;10105;1
251;10105;1
501;10105;1
102;10121;1
152;10121;1
201;10121;1
251;10121;1
501;10121;1
102;10141;1
152;10141;1
201;10141;1
251;10141;1
501;10141;1
102;10142;1
152;10142;1
201;10142;1
251;10142;1
501;10142;1
102;10143;1
152;10143;1
201;10143;1
251;10143;1
501;10143;1
102;10144;1
152;10144;1
201;10144;1
251;10144;1
501;10144;1
102;10145;1
152;10145;1
201;10145;1
251;10145;1
501;10145;1
102;10161;1
152;10161;1
201;10161;1
251;10161;1
501;10161;1
102;10181;1
152;10181;1
201;10181;1
251;10181;1
501;10181;1
102;10201;1
152;10201;1
201;10201;1
251;10201;1
501;10201;1
102;10202;1
152;10202;1
201;10202;1
251;10202;1
501;10202;1
102;10203;1
152;10203;1
201;10203;1
251;10203;1
501;10203;1
102;10204;1
152;10204;1
201;10204;1
251;10204;1
501;10204;1
102;10205;1
152;10205;1
201;10205;1
251;10205;1
501;10205;1
102;10222;1
152;10222;1
201;10222;1
251;10222;1
501;10222;1
102;10223;1
152;10223;1
201;10223;1
251;10223;1
501;10223;1
102;10224;1
152;10224;1
201;10224;1
251;10224;1
501;10224;1
102;10231;1
152;10231;1
201;10231;1
251;10231;1
501;10231;1
102;10232;1
152;10232;1
201;10232;1
251;10232;1
501;10232;1
102;10233;1
152;10233;1
201;10233;1
251;10233;1
501;10233;1
102;10234;1
152;10234;1
201;10234;1
251;10234;1
501;10234;1
102;10235;1
152;10235;1
201;10235;1
251;10235;1
501;10235;1
102;10241;1
152;10241;1
201;10241;1
251;10241;1
501;10241;1
102;10242;1
152;10242;1
201;10242;1
251;10242;1
501;10242;1
102;10243;1
152;10243;1
201;10243;1
251;10243;1
501;10243;1
102;10244;1
152;10244;1
201;10244;1
251;10244;1
501;10244;1
102;10245;1
152;10245;1
201;10245;1
251;10245;1
501;10245;1
102;10281;1
152;10281;1
201;10281;1
251;10281;1
501;10281;1
102;10282;1
152;10282;1
201;10282;1
251;10282;1
501;10282;1
102;10283;1
152;10283;1
201;10283;1
251;10283;1
501;10283;1
102;10284;1
152;10284;1
201;10284;1
251;10284;1
501;10284;1
102;10301;1
152;10301;1
201;10301;1
251;10301;1
501;10301;1
102;10321;1
152;10321;1
201;10321;1
251;10321;1
501;10321;1
102;10322;1
152;10322;1
201;10322;1
251;10322;1
501;10322;1
102;10323;1
152;10323;1
201;10323;1
251;10323;1
501;10323;1
102;10341;1
152;10341;1
201;10341;1
251;10341;1
501;10341;1
102;10342;1
152;10342;1
201;10342;1
251;10342;1
501;10342;1
102;10343;1
152;10343;1
201;10343;1
251;10343;1
501;10343;1
102;10344;1
152;10344;1
201;10344;1
251;10344;1
501;10344;1
102;10361;1
152;10361;1
201;10361;1
251;10361;1
501;10361;1
102;10362;1
152;10362;1
201;10362;1
251;10362;1
501;10362;1
102;10381;1
152;10381;1
201;10381;1
251;10381;1
501;10381;1
102;10382;1
152;10382;1
201;10382;1
251;10382;1
501;10382;1
102;10383;1
152;10383;1
201;10383;1
251;10383;1
501;10383;1
102;10384;1
152;10384;1
201;10384;1
251;10384;1
501;10384;1
102;10401;1
152;10401;1
201;10401;1
251;10401;1
501;10401;1
102;10421;1
152;10421;1
201;10421;1
251;10421;1
501;10421;1
102;10422;1
152;10422;1
201;10422;1
251;10422;1
501;10422;1
102;10423;1
152;10423;1
201;10423;1
251;10423;1
501;10423;1
102;10424;1
152;10424;1
201;10424;1
251;10424;1
501;10424;1
102;10425;1
152;10425;1
201;10425;1
251;10425;1
501;10425;1
102;10561;1
152;10561;1
201;10561;1
251;10561;1
501;10561;1
102;10562;1
152;10562;1
201;10562;1
251;10562;1
501;10562;1
102;10581;1
152;10581;1
201;10581;1
251;10581;1
501;10581;1
102;10582;1
152;10582;1
201;10582;1
251;10582;1
501;10582;1
102;10601;1
152;10601;1
201;10601;1
251;10601;1
501;10601;1
102;10621;1
152;10621;1
201;10621;1
251;10621;1
501;10621;1
102;10661;1
152;10661;1
201;10661;1
251;10661;1
501;10661;1
102;10662;1
152;10662;1
201;10662;1
251;10662;1
501;10662;1
102;10663;1
152;10663;1
201;10663;1
251;10663;1
501;10663;1
102;10664;1
152;10664;1
201;10664;1
251;10664;1
501;10664;1
102;10665;1
152;10665;1
201;10665;1
251;10665;1
501;10665;1
102;10769;1
152;10769;1
201;10769;1
251;10769;1
501;10769;1
102;10770;1
152;10770;1
201;10770;1
251;10770;1
501;10770;1
102;10775;1
152;10775;1
201;10775;1
251;10775;1
501;10775;1
102;10820;1
152;10820;1
201;10820;1
251;10820;1
501;10820;1
102;10821;1
152;10821;1
201;10821;1
251;10821;1
501;10821;1
102;10822;1
152;10822;1
201;10822;1
251;10822;1
501;10822;1
102;10823;1
152;10823;1
201;10823;1
251;10823;1
501;10823;1
102;10824;1
152;10824;1
201;10824;1
251;10824;1
501;10824;1
102;10825;1
152;10825;1
201;10825;1
251;10825;1
501;10825;1
102;10826;1
152;10826;1
201;10826;1
251;10826;1
501;10826;1
102;10840;1
152;10840;1
201;10840;1
251;10840;1
501;10840;1
102;10841;1
152;10841;1
201;10841;1
251;10841;1
501;10841;1
102;10842;1
152;10842;1
201;10842;1
251;10842;1
501;10842;1
102;10843;1
152;10843;1
201;10843;1
251;10843;1
501;10843;1
102;10847;1
152;10847;1
201;10847;1
251;10847;1
501;10847;1
102;10850;1
152;10850;1
201;10850;1
251;10850;1
501;10850;1
102;10851;1
152;10851;1
201;10851;1
251;10851;1
501;10851;1
102;10860;1
152;10860;1
201;10860;1
251;10860;1
501;10860;1
102;10861;1
152;10861;1
201;10861;1
251;10861;1
501;10861;1
102;10862;1
152;10862;1
201;10862;1
251;10862;1
501;10862;1
102;11001;1
152;11001;1
201;11001;1
251;11001;1
501;11001;1
102;11002;1
152;11002;1
201;11002;1
251;11002;1
501;11002;1
102;11003;1
152;11003;1
201;11003;1
251;11003;1
501;11003;1
102;11004;1
152;11004;1
201;11004;1
251;11004;1
501;11004;1
102;11005;1
152;11005;1
201;11005;1
251;11005;1
501;11005;1
102;11021;1
152;11021;1
201;11021;1
251;11021;1
501;11021;1
102;11022;1
152;11022;1
201;11022;1
251;11022;1
501;11022;1
102;11023;1
152;11023;1
201;11023;1
251;11023;1
501;11023;1
102;11024;1
152;11024;1
201;11024;1
251;11024;1
501;11024;1
102;11025;1
152;11025;1
201;11025;1
251;11025;1
501;11025;1
102;20001;1
152;20001;1
251;20001;1
501;20001;1
102;20004;1
152;20004;1
251;20004;1
501;20004;1
102;20005;1
152;20005;1
251;20005;1
501;20005;1
102;20006;1
152;20006;1
251;20006;1
501;20006;1
102;20007;1
152;20007;1
251;20007;1
501;20007;1
102;20008;1
152;20008;1
251;20008;1
501;20008;1
102;20009;1
152;20009;1
251;20009;1
501;20009;1
102;20031;1
152;20031;1
251;20031;1
501;20031;1
102;20041;1
152;20041;1
251;20041;1
501;20041;1
102;20042;1
152;20042;1
251;20042;1
501;20042;1
102;20043;1
152;20043;1
251;20043;1
501;20043;1
102;20050;1
152;20050;1
251;20050;1
501;20050;1
102;20061;1
152;20061;1
251;20061;1
501;20061;1
102;20062;1
152;20062;1
251;20062;1
501;20062;1
102;20064;1
152;20064;1
251;20064;1
501;20064;1
102;20065;1
152;20065;1
251;20065;1
501;20065;1
102;20066;1
152;20066;1
251;20066;1
501;20066;1
102;20081;1
152;20081;1
251;20081;1
501;20081;1
102;20082;1
152;20082;1
251;20082;1
501;20082;1
102;20083;1
152;20083;1
251;20083;1
501;20083;1
102;20084;1
152;20084;1
251;20084;1
501;20084;1
102;20085;1
152;20085;1
251;20085;1
501;20085;1
102;20101;1
152;20101;1
251;20101;1
501;20101;1
102;20121;1
152;20121;1
251;20121;1
501;20121;1
102;20142;1
152;20142;1
251;20142;1
501;20142;1
102;20160;1
152;20160;1
251;20160;1
501;20160;1
102;20161;1
152;20161;1
251;20161;1
501;20161;1
102;20181;1
152;20181;1
251;20181;1
501;20181;1
102;20182;1
152;20182;1
251;20182;1
501;20182;1
102;20184;1
152;20184;1
251;20184;1
501;20184;1
102;20186;1
152;20186;1
251;20186;1
501;20186;1
102;20189;1
152;20189;1
251;20189;1
501;20189;1
102;20190;1
152;20190;1
251;20190;1
501;20190;1
102;20191;1
152;20191;1
251;20191;1
501;20191;1
102;20200;1
152;20200;1
251;20200;1
501;20200;1
102;30001;1
152;30001;1
251;30001;1
501;30001;1
102;30002;1
152;30002;1
251;30002;1
501;30002;1
102;30011;1
152;30011;1
251;30011;1
501;30011;1
102;30012;1
152;30012;1
251;30012;1
501;30012;1
102;30013;1
152;30013;1
251;30013;1
501;30013;1
102;30021;1
152;30021;1
251;30021;1
501;30021;1
102;30022;1
152;30022;1
251;30022;1
501;30022;1
102;30031;1
152;30031;1
251;30031;1
501;30031;1
102;30032;1
152;30032;1
251;30032;1
501;30032;1
102;30050;1
152;30050;1
251;30050;1
501;30050;1
102;30080;1
152;30080;1
251;30080;1
501;30080;1
102;30100;1
152;30100;1
251;30100;1
501;30100;1
102;30101;1
152;30101;1
251;30101;1
501;30101;1
102;40031;1
152;40031;1
501;40031;1
102;40032;1
152;40032;1
501;40032;1
102;40033;1
152;40033;1
501;40033;1
102;40034;1
152;40034;1
501;40034;1
102;40035;1
152;40035;1
501;40035;1
102;40041;1
152;40041;1
501;40041;1
102;40042;1
152;40042;1
501;40042;1
102;40080;1
152;40080;1
501;40080;1
102;40081;1
152;40081;1
501;40081;1
102;50001;1
152;50001;1
201;50001;1
251;50001;1
501;50001;1
102;50002;1
152;50002;1
201;50002;1
251;50002;1
501;50002;1
102;50003;1
152;50003;1
201;50003;1
251;50003;1
501;50003;1
102;50004;1
152;50004;1
201;50004;1
251;50004;1
501;50004;1
102;50005;1
152;50005;1
201;50005;1
251;50005;1
501;50005;1
102;50006;1
152;50006;1
201;50006;1
251;50006;1
501;50006;1
102;50008;1
152;50008;1
201;50008;1
251;50008;1
501;50008;1
102;50009;1
152;50009;1
201;50009;1
251;50009;1
501;50009;1
102;50010;1
152;50010;1
201;50010;1
251;50010;1
501;50010;1
102;50011;1
152;50011;1
201;50011;1
251;50011;1
501;50011;1
102;50012;1
152;50012;1
201;50012;1
251;50012;1
501;50012;1
102;50101;1
152;50101;1
201;50101;1
251;50101;1
501;50101;1
102;60001;2
152;60001;2
201;60001;2
251;60001;2
501;60001;2
102;60002;2
152;60002;2
201;60002;2
251;60002;2
501;60002;2
102;60003;2
152;60003;2
201;60003;2
251;60003;2
501;60003;2
102;60004;2
152;60004;2
201;60004;2
251;60004;2
501;60004;2
102;60005;2
152;60005;2
201;60005;2
251;60005;2
501;60005;2
102;60006;2
152;60006;2
201;60006;2
251;60006;2
501;60006;2
102;60007;2
152;60007;2
201;60007;2
251;60007;2
501;60007;2
102;60021;2
152;60021;2
201;60021;2
251;60021;2
501;60021;2
102;60022;2
152;60022;2
201;60022;2
251;60022;2
501;60022;2
102;60023;2
152;60023;2
201;60023;2
251;60023;2
501;60023;2
102;60024;2
152;60024;2
201;60024;2
251;60024;2
501;60024;2
102;60041;2
152;60041;2
201;60041;2
251;60041;2
501;60041;2
102;60042;2
152;60042;2
201;60042;2
251;60042;2
501;60042;2
102;60043;2
152;60043;2
201;60043;2
251;60043;2
501;60043;2
102;60044;2
152;60044;2
201;60044;2
251;60044;2
501;60044;2
102;60045;2
152;60045;2
201;60045;2
251;60045;2
501;60045;2
102;60046;2
152;60046;2
201;60046;2
251;60046;2
501;60046;2
102;60047;2
152;60047;2
201;60047;2
251;60047;2
501;60047;2
102;60061;2
152;60061;2
201;60061;2
251;60061;2
501;60061;2
102;60062;2
152;60062;2
201;60062;2
251;60062;2
501;60062;2
102;60063;2
152;60063;2
201;60063;2
251;60063;2
501;60063;2
102;60064;2
152;60064;2
201;60064;2
251;60064;2
501;60064;2
102;60080;2
152;60080;2
201;60080;2
251;60080;2
501;60080;2
102;60085;2
152;60085;2
201;60085;2
251;60085;2
501;60085;2
102;60100;2
152;60100;2
201;60100;2
251;60100;2
501;60100;2
102;60101;2
152;60101;2
201;60101;2
251;60101;2
501;60101;2
102;60102;2
152;60102;2
201;60102;2
251;60102;2
501;60102;2
102;60103;2
152;60103;2
201;60103;2
251;60103;2
501;60103;2
102;60120;2
152;60120;2
201;60120;2
251;60120;2
501;60120;2
102;60122;2
152;60122;2
201;60122;2
251;60122;2
501;60122;2
102;60123;2
152;60123;2
201;60123;2
251;60123;2
501;60123;2
102;60141;2
152;60141;2
201;60141;2
251;60141;2
501;60141;2
102;60161;2
152;60161;2
